,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"delta_h_log__[1, 0]",-1.281172,0.928264,-2.9371,-0.004516,0.01152,0.024938,12018.417389,7201.059278,1.000587
"delta_h_log__[2, 0]",-1.53878,0.881728,-3.143507,-0.26923,0.005324,0.009576,42164.514733,27413.911801,1.00083
"delta_h_log__[3, 0]",0.856952,0.249995,0.396372,1.28381,0.001738,0.009164,41588.479559,46091.281999,1.000288
"delta_h_log__[4, 0]",0.291736,0.263567,-0.203129,0.768634,0.001368,0.001184,39063.30098,44527.77189,1.000197
"logA_z_zerosum__[0, 0]",0.785334,0.142131,0.517076,1.055974,0.000732,0.000491,37568.737926,49378.624795,1.000193
"logA_z_zerosum__[0, 1]",0.762402,0.224697,0.333559,1.171331,0.001262,0.001518,34009.94501,37943.976371,1.000338
"logA_z_zerosum__[0, 2]",1.99894,0.462204,1.176412,2.748471,0.007879,0.01839,7546.090048,3786.848364,1.001137
"logA_z_zerosum__[0, 3]",0.693812,0.245575,0.227551,1.138491,0.001063,0.001139,53093.090882,53305.344558,1.000104
"logA_z_zerosum__[0, 4]",-0.274603,0.893272,-1.991308,1.321876,0.004172,0.002804,45964.286284,53869.056404,1.000109
"logA_z_zerosum__[0, 5]",0.677317,0.193815,0.315797,1.04603,0.001067,0.000836,33081.677725,47283.416017,1.000303
"logA_z_zerosum__[0, 6]",0.382165,0.128427,0.14045,0.623567,0.000638,0.000446,39976.760394,56607.550255,1.000143
"logA_z_zerosum__[0, 7]",0.049832,0.193576,-0.314979,0.411109,0.001086,0.000663,30467.200805,51229.849247,1.0003
"logA_z_zerosum__[0, 8]",1.176959,0.181467,0.84131,1.524234,0.001046,0.0006,30007.429198,48256.511855,1.000307
"logA_z_zerosum__[0, 9]",-1.183791,0.50578,-2.16229,-0.261355,0.003581,0.002606,22585.903941,36423.593878,1.000683
"logA_z_zerosum__[0, 10]",-0.40279,0.173268,-0.731356,-0.087848,0.00085,0.000657,39611.375012,55502.975106,1.00026
"logA_z_zerosum__[0, 11]",1.022322,0.18114,0.686066,1.366286,0.000959,0.000661,35499.247441,49585.335163,1.000235
"logA_z_zerosum__[0, 12]",-0.332917,0.568524,-1.4117,0.671915,0.002755,0.002622,47128.877256,41449.591315,1.000177
"logA_z_zerosum__[0, 13]",-1.294985,0.42543,-2.102466,-0.538452,0.002176,0.001944,41398.23677,40666.61833,1.000131
"logA_z_zerosum__[0, 14]",-1.080184,0.469451,-1.968734,-0.258101,0.003133,0.002132,25226.140623,36609.29772,1.000779
"logA_z_zerosum__[0, 15]",-0.62865,0.29464,-1.175064,-0.085348,0.001469,0.001742,44418.612502,39907.461073,1.000218
"logA_z_zerosum__[0, 16]",0.36739,0.375255,-0.345399,1.030239,0.001892,0.002042,41768.704317,48081.455897,1.000283
"logA_z_zerosum__[0, 17]",0.461369,0.096128,0.276823,0.641885,0.000991,0.000742,9426.149967,1982.870307,1.001286
"logA_z_zerosum__[0, 18]",0.835201,0.111653,0.630827,1.050363,0.000759,0.000374,21752.304525,42140.501985,1.000421
"logA_z_zerosum__[0, 19]",0.391042,0.640216,-0.867576,1.432524,0.004684,0.005444,23491.18929,18998.657398,1.000485
"logA_z_zerosum__[0, 20]",1.266668,0.164773,0.961779,1.581674,0.001109,0.000551,21927.258618,41934.472933,1.000302
"logA_z_zerosum__[0, 21]",-0.657003,0.363624,-1.351329,-0.015752,0.002668,0.001685,21099.577937,34414.477659,1.000281
"logA_z_zerosum__[0, 22]",-0.03778,0.058669,-0.148913,0.070647,0.000469,0.000264,14874.058337,3364.222947,1.000508
"logA_z_zerosum__[0, 23]",-2.607725,0.519646,-3.580951,-1.665169,0.002906,0.001808,32043.299626,47658.09167,1.000384
"logA_z_zerosum__[0, 24]",0.240468,0.271092,-0.262389,0.741932,0.001835,0.001262,22677.867873,41059.698286,1.000379
"logA_z_zerosum__[0, 25]",-1.508044,0.615254,-2.655758,-0.350428,0.003348,0.002167,33646.36405,45869.505335,1.000198
"logA_z_zerosum__[0, 26]",0.530631,0.345545,-0.129884,1.146878,0.001761,0.002183,42831.422946,37951.675978,1.000116
