model,axis,n_obs,is_human,is_sota,is_low_obs,chained,informed,release_date,mean,median,sd,chain_split,outside_50,outside_50_central,lump_lo,lump_hi,hi_share,sum_spread,axis_spread,ridge_ratio,lump_gap
gemini-3.5-flash-lite_low,axis1,4,False,False,False,True,False,2026-07-21 00:00:00,0.9909770459787708,1.045446299412379,0.5121803343445894,False,False,False,,,,0.07362471332492877,0.40473367644368047,0.18190903700392672,
gemini-3.5-flash-lite_low,axis2,4,False,False,False,True,False,2026-07-21 00:00:00,0.665244225664109,0.6488995766224888,0.5728729429531366,False,False,False,,,,0.07362471332492877,0.40473367644368047,0.18190903700392672,
gemini-3.5-flash-lite_low,axis3,4,False,False,False,True,False,2026-07-21 00:00:00,0.8708653231504818,0.9562182202141309,0.5377482494764831,False,False,False,,,,0.07362471332492877,0.40473367644368047,0.18190903700392672,
gemini-3.5-flash-lite_low,axis4,4,False,False,False,True,False,2026-07-21 00:00:00,0.6547004908450283,0.6526916364413083,0.5346670250885117,False,False,False,,,,0.07362471332492877,0.40473367644368047,0.18190903700392672,
gemini-3.5-flash-lite_minimal,axis1,4,False,False,False,True,False,2026-07-21 00:00:00,0.9813338594100671,1.0441429852015802,0.5413719192365738,False,False,False,,,,0.07706118502987502,0.43883434785217024,0.17560426937190105,
gemini-3.5-flash-lite_minimal,axis2,4,False,False,False,True,False,2026-07-21 00:00:00,0.6150813867092351,0.6088105567936364,0.6097214363621642,False,False,False,,,,0.07706118502987502,0.43883434785217024,0.17560426937190105,
gemini-3.5-flash-lite_minimal,axis3,4,False,False,False,True,False,2026-07-21 00:00:00,0.8237651267688778,0.9178470747957009,0.559788151188151,False,False,False,,,,0.07706118502987502,0.43883434785217024,0.17560426937190105,
gemini-3.5-flash-lite_minimal,axis4,4,False,False,False,True,False,2026-07-21 00:00:00,0.6033626957177562,0.6089095267397152,0.5592590837784244,False,False,False,,,,0.07706118502987502,0.43883434785217024,0.17560426937190105,
gemini-3.5-flash_high,axis1,18,False,False,False,True,True,2026-05-19 00:00:00,1.3924354540781385,1.408468556002233,0.31738550485734934,False,False,False,,,,0.04557001937198281,0.20291437101023557,0.22457758484579748,
gemini-3.5-flash_high,axis2,18,False,False,False,True,True,2026-05-19 00:00:00,1.3337446966892126,1.355005722014052,0.292169546790606,False,False,False,,,,0.04557001937198281,0.20291437101023557,0.22457758484579748,
