,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_t_zerosum__[0, 130]",-0.652859,0.349406,-1.330487,-0.027779,0.003669,0.004237,9422.411935,5660.638024,1.000418
"theta_t_zerosum__[0, 131]",-1.54228,0.418263,-2.355683,-0.792231,0.004391,0.004782,9272.798865,6152.584613,1.000755
"theta_t_zerosum__[0, 132]",-0.108799,0.189548,-0.453597,0.251948,0.0023,0.002601,7337.854646,5171.652021,1.000415
"theta_t_zerosum__[0, 133]",-1.628291,0.174577,-1.950136,-1.300584,0.001977,0.00207,8018.007374,5297.261432,1.000667
"theta_t_zerosum__[0, 134]",-1.132716,0.159007,-1.434777,-0.845326,0.001764,0.001974,8196.824388,5980.062338,1.000719
"theta_t_zerosum__[0, 135]",-0.479817,0.178342,-0.808758,-0.145131,0.001738,0.002216,11246.687527,5711.501748,1.000364
"theta_t_zerosum__[0, 136]",0.024279,0.379522,-0.618507,0.734644,0.004936,0.006059,7252.25005,4588.613262,1.001023
"theta_t_zerosum__[0, 137]",-0.347683,0.185974,-0.683591,0.010755,0.001796,0.002508,11616.05249,5128.826,1.000027
"theta_t_zerosum__[0, 138]",-0.295091,0.166003,-0.624336,0.003975,0.001425,0.002053,13553.766617,6553.241145,1.000685
"theta_t_zerosum__[0, 139]",-0.803631,0.203956,-1.200139,-0.429953,0.001999,0.003009,10771.730166,5850.864107,1.000908
"theta_t_zerosum__[0, 140]",-0.477543,0.297074,-0.971751,0.113865,0.003784,0.004931,7677.133283,4460.574789,1.001337
"theta_t_zerosum__[0, 141]",-0.685697,0.163605,-0.998395,-0.377701,0.001589,0.002061,10697.38752,5830.80053,0.999967
"theta_t_zerosum__[0, 142]",-0.289476,0.33684,-0.850818,0.331147,0.004247,0.00726,8333.435048,4702.463803,1.001081
"theta_t_zerosum__[0, 143]",-1.263503,0.35833,-1.946791,-0.603138,0.004979,0.005747,5338.387562,3801.206747,1.000464
